ronda	n	id	nombre_es	pais_es	nombre_en	tema	jefe
8	77	leeds	Leeds	Reino Unido	Leeds	Ciudades importantes	1
8	78	sheffield	Sheffield	Reino Unido	Sheffield	Ciudades importantes	1
8	79	newcastle-upon-tyne	Newcastle upon Tyne	Reino Unido	Newcastle upon Tyne	Ciudades importantes	1
8	80	nottingham	Nottingham	Reino Unido	Nottingham	Ciudades importantes	1
9	1	utrecht	Utrecht	Países Bajos	Utrecht	Ciudades difíciles	0
9	2	the-hague	La Haya	Países Bajos	The Hague	Ciudades difíciles	0
9	3	groningen	Groninga	Países Bajos	Groningen	Ciudades difíciles	0
9	4	aarhus	Aarhus	Dinamarca	Aarhus	Ciudades difíciles	0
9	5	odense	Odense	Dinamarca	Odense	Ciudades difíciles	0
9	6	malmo	Malmö	Suecia	Malmö	Ciudades difíciles	0
9	7	uppsala	Upsala	Suecia	Uppsala	Ciudades difíciles	0
9	8	troms	Tromsø	Noruega	Tromsø	Ciudades difíciles	0
9	9	trondheim	Trondheim	Noruega	Trondheim	Ciudades difíciles	0
9	10	stavanger	Stavanger	Noruega	Stavanger	Ciudades difíciles	0
9	11	tampere	Tampere	Finlandia	Tampere	Ciudades difíciles	0
9	12	turku	Turku	Finlandia	Turku	Ciudades difíciles	0
9	13	rovaniemi	Rovaniemi	Finlandia	Rovaniemi	Ciudades difíciles	0
9	14	akureyri	Akureyri	Islandia	Akureyri	Ciudades difíciles	0
9	15	torshavn	Tórshavn	Dinamarca	Tórshavn	Ciudades difíciles	0
9	16	nuuk	Nuuk	Groenlandia	Nuuk	Ciudades difíciles	0
9	17	anchorage	Anchorage	Estados Unidos	Anchorage	Ciudades difíciles	0
9	18	honolulu	Honolulu	Estados Unidos	Honolulu	Ciudades difíciles	0
9	19	denver	Denver	Estados Unidos	Denver	Ciudades difíciles	0
9	20	phoenix	Phoenix	Estados Unidos	Phoenix	Ciudades difíciles	0
9	21	san-diego	San Diego	Estados Unidos	San Diego	Ciudades difíciles	0
9	22	portland	Portland	Estados Unidos	Portland	Ciudades difíciles	0
9	23	austin	Austin	Estados Unidos	Austin	Ciudades difíciles	0
9	24	nashville	Nashville	Estados Unidos	Nashville	Ciudades difíciles	0
9	25	detroit	Detroit	Estados Unidos	Detroit	Ciudades difíciles	0
9	26	minneapolis	Minneapolis	Estados Unidos	Minneapolis	Ciudades difíciles	0
9	27	albuquerque	Albuquerque	Estados Unidos	Albuquerque	Ciudades difíciles	0
9	28	salt-lake-city	Salt Lake City	Estados Unidos	Salt Lake City	Ciudades difíciles	0
9	29	santa-fe	Santa Fe	Estados Unidos	Santa Fe	Ciudades difíciles	0
9	30	charleston	Charleston	Estados Unidos	Charleston	Ciudades difíciles	0
9	31	savannah	Savannah	Estados Unidos	Savannah	Ciudades difíciles	0
9	32	memphis	Memphis	Estados Unidos	Memphis	Ciudades difíciles	0
9	33	pittsburgh	Pittsburgh	Estados Unidos	Pittsburgh	Ciudades difíciles	0
9	34	cleveland	Cleveland	Estados Unidos	Cleveland	Ciudades difíciles	0
9	35	baltimore	Baltimore	Estados Unidos	Baltimore	Ciudades difíciles	0
9	36	buffalo	Búfalo	Estados Unidos	Buffalo	Ciudades difíciles	0
9	37	calgary	Calgary	Canadá	Calgary	Ciudades difíciles	0
9	38	edmonton	Edmonton	Canadá	Edmonton	Ciudades difíciles	0
9	39	winnipeg	Winnipeg	Canadá	Winnipeg	Ciudades difíciles	0
9	40	halifax	Halifax	Canadá	Halifax	Ciudades difíciles	0
9	41	whitehorse	Whitehorse	Canadá	Whitehorse	Ciudades difíciles	0
9	42	monterrey	Monterrey	México	Monterrey	Ciudades difíciles	0
9	43	tijuana	Tijuana	México	Tijuana	Ciudades difíciles	0
9	44	puebla	Puebla	México	Puebla	Ciudades difíciles	0
9	45	oaxaca	Oaxaca	México	Oaxaca	Ciudades difíciles	0
9	46	guanajuato	Guanajuato	México	Guanajuato	Ciudades difíciles	0
9	47	san-juan	San Juan	Estados Unidos	San Juan	Ciudades difíciles	0
9	48	cali	Cali	Colombia	Cali	Ciudades difíciles	0
9	49	barranquilla	Barranquilla	Colombia	Barranquilla	Ciudades difíciles	0
9	50	guayaquil	Guayaquil	Ecuador	Guayaquil	Ciudades difíciles	0
9	51	arequipa	Arequipa	Perú	Arequipa	Ciudades difíciles	0
9	52	trujillo	Trujillo	Perú	Trujillo	Ciudades difíciles	0
9	53	potosi	Potosí	Bolivia	Potosí	Ciudades difíciles	0
9	54	sucre	Sucre	Bolivia	Sucre	Ciudades difíciles	0
9	55	santa-cruz-de-la-sierra	Santa Cruz de la Sierra	Bolivia	Santa Cruz de la Sierra	Ciudades difíciles	0
9	56	cordoba	Córdoba	Argentina	Córdoba	Ciudades difíciles	0
9	57	mendoza	Mendoza	Argentina	Mendoza	Ciudades difíciles	0
9	58	rosario	Rosario	Argentina	Rosario	Ciudades difíciles	0
9	59	ushuaia	Ushuaia	Argentina	Ushuaia	Ciudades difíciles	0
9	60	bariloche	San Carlos de Bariloche	Argentina	Bariloche	Ciudades difíciles	0
9	61	valparaiso	Valparaíso	Chile	Valparaíso	Ciudades difíciles	0
9	62	punta-arenas	Punta Arenas	Chile	Punta Arenas	Ciudades difíciles	0
9	63	curitiba	Curitiba	Brasil	Curitiba	Ciudades difíciles	0
9	64	recife	Recife	Brasil	Recife	Ciudades difíciles	0
9	65	fortaleza	Fortaleza	Brasil	Fortaleza	Ciudades difíciles	0
9	66	manaus	Manaos	Brasil	Manaus	Ciudades difíciles	0
9	67	belem	Belém	Brasil	Belém	Ciudades difíciles	0
9	68	porto-alegre	Porto Alegre	Brasil	Porto Alegre	Ciudades difíciles	0
9	69	belo-horizonte	Belo Horizonte	Brasil	Belo Horizonte	Ciudades difíciles	0
9	70	florianopolis	Florianópolis	Brasil	Florianópolis	Ciudades difíciles	0
9	71	adelaide	Adelaida	Australia	Adelaide	Ciudades difíciles	0
9	72	darwin	Darwin	Australia	Darwin	Ciudades difíciles	0
9	73	hobart	Hobart	Australia	Hobart	Ciudades difíciles	0
9	74	alice-springs	Alice Springs	Australia	Alice Springs	Ciudades difíciles	0
9	75	cairns	Cairns	Australia	Cairns	Ciudades difíciles	0
9	76	christchurch	Christchurch	Nueva Zelanda	Christchurch	Ciudades difíciles	0
9	77	queenstown	Queenstown	Nueva Zelanda	Queenstown	Ciudades difíciles	0
9	78	dunedin	Dunedin	Nueva Zelanda	Dunedin	Ciudades difíciles	0
9	79	noumea	Numea	Francia	Nouméa	Ciudades difíciles	0
9	80	papeete	Papeete	Francia	Papeete	Ciudades difíciles	0
10	1	table-mountain	Montaña de la Mesa	Sudáfrica	Table Mountain	Maravillas del mundo (difíciles)	0
10	2	abu-simbel-temples	Abu Simbel	Egipto	Abu Simbel	Maravillas del mundo (difíciles)	0
10	3	karnak	Karnak	Egipto	Karnak	Maravillas del mundo (difíciles)	0
10	4	valley-of-the-kings	Valle de los Reyes	Egipto	Valley of the Kings	Maravillas del mundo (difíciles)	0
10	5	great-mosque-of-djenne	Gran Mezquita de Djenné	Mali	Great Mosque of Djenné	Maravillas del mundo (difíciles)	0
10	6	robben-island	Isla Robben	Sudáfrica	Robben Island	Maravillas del mundo (difíciles)	0
10	7	great-zimbabwe	Gran Zimbabue	Zimbabue	Great Zimbabwe	Maravillas del mundo (difíciles)	0
10	8	lalibela	Lalibela	Etiopía	Lalibela	Maravillas del mundo (difíciles)	0
10	9	jemaa-el-fnaa	Plaza de Yamaa el Fna	Marruecos	Jemaa el-Fnaa	Maravillas del mundo (difíciles)	0
10	10	hassan-ii-mosque	Mezquita Hassan II	Marruecos	Hassan II Mosque	Maravillas del mundo (difíciles)	0
10	11	ait-benhaddou	Ksar de Ait Ben Hadu	Marruecos	Aït Benhaddou	Maravillas del mundo (difíciles)	0
10	12	tikal	Tikal	Guatemala	Tikal	Maravillas del mundo (difíciles)	0
10	13	copacabana	Copacabana	Brasil	Copacabana	Maravillas del mundo (difíciles)	0
10	14	sugarloaf-mountain	Pan de Azúcar	Brasil	Sugarloaf Mountain	Maravillas del mundo (difíciles)	0
10	15	nazca-lines	Líneas de Nazca	Perú	Nazca lines	Maravillas del mundo (difíciles)	0
10	16	sacsayhuaman	Sacsayhuamán	Perú	Sacsayhuamán	Maravillas del mundo (difíciles)	0
10	17	sydney-harbour-bridge	Puente de la bahía de Sídney	Australia	Sydney Harbour Bridge	Maravillas del mundo (difíciles)	0
10	18	hobbiton-movie-set	Hobbiton Movie Set	Nueva Zelanda	Hobbiton Movie Set	Maravillas del mundo (difíciles)	0
10	19	brooklyn-bridge	Puente de Brooklyn	Estados Unidos	Brooklyn Bridge	Maravillas del mundo (difíciles)	0
10	20	chrysler-building	Edificio Chrysler	Estados Unidos	Chrysler Building	Maravillas del mundo (difíciles)	0
10	21	grand-central-terminal	Grand Central Terminal	Estados Unidos	Grand Central Terminal	Maravillas del mundo (difíciles)	0
10	22	lincoln-memorial	Monumento a Lincoln	Estados Unidos	Lincoln Memorial	Maravillas del mundo (difíciles)	0
10	23	washington-monument	Monumento a Washington	Estados Unidos	Washington Monument	Maravillas del mundo (difíciles)	0
10	24	united-states-capitol	Capitolio de los Estados Unidos	Estados Unidos	United States Capitol	Maravillas del mundo (difíciles)	0
10	25	lincoln-center	Lincoln Center	Estados Unidos	Lincoln Center	Maravillas del mundo (difíciles)	0
10	26	fenway-park	Fenway Park	Estados Unidos	Fenway Park	Maravillas del mundo (difíciles)	0
10	27	wrigley-field	Wrigley Field	Estados Unidos	Wrigley Field	Maravillas del mundo (difíciles)	0
10	28	cloud-gate	Cloud Gate	Estados Unidos	Cloud Gate	Maravillas del mundo (difíciles)	0
10	29	willis-tower	Torre Willis	Estados Unidos	Willis Tower	Maravillas del mundo (difíciles)	0
10	30	gateway-arch	Arco Gateway	Estados Unidos	Gateway Arch	Maravillas del mundo (difíciles)	0
10	31	graceland	Graceland	Estados Unidos	Graceland	Maravillas del mundo (difíciles)	0
10	32	alamo-mission	Misión de El Álamo	Estados Unidos	Alamo Mission	Maravillas del mundo (difíciles)	0
10	33	cinderella-castle	Castillo de la Cenicienta	Estados Unidos	Cinderella Castle	Maravillas del mundo (difíciles)	0
10	34	walt-disney-world	Walt Disney World Resort	Estados Unidos	Walt Disney World	Maravillas del mundo (difíciles)	0
10	35	universal-studios-hollywood	Universal Studios Hollywood	Estados Unidos	Universal Studios Hollywood	Maravillas del mundo (difíciles)	0
10	36	griffith-observatory	Observatorio Griffith	Estados Unidos	Griffith Observatory	Maravillas del mundo (difíciles)	0
10	37	hearst-castle	Castillo Hearst	Estados Unidos	Hearst Castle	Maravillas del mundo (difíciles)	0
10	38	biltmore-estate	Biltmore Estate	Estados Unidos	Biltmore Estate	Maravillas del mundo (difíciles)	0
10	39	mount-vernon	Mount Vernon	Estados Unidos	Mount Vernon	Maravillas del mundo (difíciles)	0
10	40	independence-hall	Independence Hall	Estados Unidos	Independence Hall	Maravillas del mundo (difíciles)	0
10	41	liberty-bell	Campana de la Libertad	Estados Unidos	Liberty Bell	Maravillas del mundo (difíciles)	0
10	42	fort-knox	Fort Knox	Estados Unidos	Fort Knox	Maravillas del mundo (difíciles)	0
10	43	area-51	Área 51	Estados Unidos	Area 51	Maravillas del mundo (difíciles)	0
10	44	roswell	Roswell	Estados Unidos	Roswell	Maravillas del mundo (difíciles)	0
10	45	kitty-hawk	Kitty Hawk	Estados Unidos	Kitty Hawk	Maravillas del mundo (difíciles)	0
10	46	chateau-frontenac	Château Frontenac	Canadá	Château Frontenac	Maravillas del mundo (difíciles)	0
10	47	parliament-hill	Parliament Hill	Canadá	Parliament Hill	Maravillas del mundo (difíciles)	0
10	48	casa-loma	Casa Loma	Canadá	Casa Loma	Maravillas del mundo (difíciles)	0
10	49	lake-louise	Lago Louise	Canadá	Lake Louise	Maravillas del mundo (difíciles)	0
10	50	banff	Banff	Canadá	Banff	Maravillas del mundo (difíciles)	0
10	51	niagara-on-the-lake	Niagara-on-the-Lake	Canadá	Niagara-on-the-Lake	Maravillas del mundo (difíciles)	0
10	52	palacio-de-bellas-artes	Palacio de Bellas Artes	México	Palacio de Bellas Artes	Maravillas del mundo (difíciles)	0
10	53	zocalo	Plaza de la Constitución	México	Zócalo	Maravillas del mundo (difíciles)	0
10	54	tulum	Tulum	México	Tulum	Maravillas del mundo (difíciles)	0
10	55	uxmal	Uxmal	México	Uxmal	Maravillas del mundo (difíciles)	0
10	56	palenque	Zona arqueológica de Palenque	México	Palenque	Maravillas del mundo (difíciles)	0
10	57	monte-alban	Monte Albán	México	Monte Albán	Maravillas del mundo (difíciles)	0
10	58	cartagena-s-walled-city	Cartagena de Indias	Colombia	Cartagena	Maravillas del mundo (difíciles)	0
10	59	red-fort	Fuerte rojo de Delhi	India	Red Fort	Maravillas del mundo (difíciles)	0
10	60	golden-temple	Templo Dorado	India	Golden Temple	Maravillas del mundo (difíciles)	0
10	61	konark-sun-temple	Templo de Suria	India	Konark Sun Temple	Maravillas del mundo (difíciles)	0
10	62	hampi	Hampi	India	Hampi	Maravillas del mundo (difíciles)	0
10	63	ellora-caves	Ellora	India	Ellora Caves	Maravillas del mundo (difíciles)	0
10	64	persepolis	Persépolis	Irán	Persepolis	Maravillas del mundo (difíciles)	0
10	65	gobekli-tepe	Göbekli Tepe	Turquía	Göbekli Tepe	Maravillas del mundo (difíciles)	0
10	66	cappadocia	Capadocia	Turquía	Cappadocia	Maravillas del mundo (difíciles)	0
10	67	pamukkale	Pamukkale	Turquía	Pamukkale	Maravillas del mundo (difíciles)	0
10	68	ephesus	Éfeso	Turquía	Ephesus	Maravillas del mundo (difíciles)	0
10	69	meteora	Meteora	Grecia	Meteora	Maravillas del mundo (difíciles)	0
10	70	guggenheim-museum-bilbao	Museo Guggenheim Bilbao	España	Guggenheim Museum Bilbao	Maravillas del mundo (difíciles)	0
10	71	mezquita-catedral-de-cordoba	Mezquita-catedral de Córdoba	España	Mosque–Cathedral of Córdoba	Maravillas del mundo (difíciles)	0
10	72	belem-tower	Torre de Belém	Portugal	Belém Tower	Maravillas del mundo (difíciles)	0
10	73	schonbrunn-palace	Palacio de Schönbrunn	Austria	Schönbrunn Palace	Maravillas del mundo (difíciles)	0
10	74	charles-bridge	Puente Carlos	República Checa	Charles Bridge	Maravillas del mundo (difíciles)	0
10	75	prague-castle	Castillo de Praga	República Checa	Prague Castle	Maravillas del mundo (difíciles)	0
10	76	cologne-cathedral	Catedral de Colonia	Alemania	Cologne Cathedral	Maravillas del mundo (difíciles)	0
10	77	pantheon	Panteón de Agripa	Italia	Pantheon	Maravillas del mundo (difíciles)	0
10	78	pompeii	Pompeya	Italia	Pompeii	Maravillas del mundo (difíciles)	0
10	79	milan-cathedral	Catedral de Milán	Italia	Milan Cathedral	Maravillas del mundo (difíciles)	0
10	80	st-peter-s-basilica	Basílica de San Pedro	Ciudad del Vaticano	St. Peter's Basilica	Maravillas del mundo (difíciles)	0
11	1	falklands-war	Guerra de las Malvinas	Reino Unido	Falklands War	Historia (difícil)	0
11	2	gulf-war	Guerra del Golfo	Kuwait	Gulf War	Historia (difícil)	0
11	3	battle-of-puebla	Batalla de Puebla	México	Battle of Puebla	Historia (difícil)	0
11	4	battle-of-boyaca	Batalla de Boyacá	Colombia	Battle of Boyacá	Historia (difícil)	0
11	5	battle-of-ayacucho	Batalla de Ayacucho	Perú	Battle of Ayacucho	Historia (difícil)	0
11	6	battle-of-carabobo	Batalla de Carabobo	Venezuela	Battle of Carabobo	Historia (difícil)	0
11	7	battle-of-maipu	Batalla de Maipú	Chile	Battle of Maipú	Historia (difícil)	0
11	8	battle-of-chacabuco	Batalla de Chacabuco	Chile	Battle of Chacabuco	Historia (difícil)	0
11	9	storming-of-the-bastille	Toma de la Bastilla	Francia	Storming of the Bastille	Historia (difícil)	0
11	10	fall-of-the-berlin-wall	Caída del Muro de Berlín	Alemania Oriental	Fall of the Berlin Wall	Historia (difícil)	0
11	11	signing-of-the-magna-carta	Carta Magna	Reino Unido	Magna Carta	Historia (difícil)	0
11	12	boston-tea-party	Motín del té	Estados Unidos	Boston Tea Party	Historia (difícil)	0
11	13	assassination-of-archduke-franz-ferdinand	Atentado de Sarajevo	Bosnia y Herzegovina	Assassination of Archduke Franz Ferdinand	Historia (difícil)	0
11	14	sinking-of-the-titanic	Hundimiento del RMS Titanic		Sinking of the Titanic	Historia (difícil)	0
11	15	chernobyl-disaster	Accidente de Chernóbil	Ucrania	Chernobyl disaster	Historia (difícil)	0
11	16	apollo-11	Apolo 11	Estados Unidos	Apollo 11	Historia (difícil)	0
11	17	wright-brothers	Hermanos Wright	Estados Unidos	Wright brothers	Historia (difícil)	0
11	18	hindenburg-disaster	Accidente del Hindenburg	Estados Unidos	Hindenburg disaster	Historia (difícil)	0
11	19	great-fire-of-london	Gran incendio de Londres	Reino Unido	Great Fire of London	Historia (difícil)	0
11	20	voyages-of-christopher-columbus	Voyages of Christopher Columbus	Bahamas	Voyages of Christopher Columbus	Historia (difícil)	0
11	21	1883-eruption-of-krakatoa	Erupción del Krakatoa de 1883	Indias Orientales Neerlandesas	1883 eruption of Krakatoa	Historia (difícil)	0
11	22	trinity	Prueba Trinity	Estados Unidos	Trinity	Historia (difícil)	0
11	23	cuban-missile-crisis	Crisis de los misiles de Cuba	Cuba	Cuban Missile Crisis	Historia (difícil)	0
11	24	tiananmen-square-protests-of-1989	Protestas y masacre de la plaza de Tiananmén de 1989	República Popular China	1989 Tiananmen Square protests and massacre	Historia (difícil)	0
11	25	yalta-conference	Conferencia de Yalta	Ucrania	Yalta Conference	Historia (difícil)	0
11	26	potsdam-conference	Conferencia de Potsdam	Alemania	Potsdam Conference	Historia (difícil)	0
11	27	treaty-of-versailles	Tratado de Versalles	Francia	Treaty of Versailles	Historia (difícil)	0
11	28	congress-of-vienna	Congreso de Viena	Austria	Congress of Vienna	Historia (difícil)	0
11	29	united-states-declaration-of-independence	Declaración de Independencia de los Estados Unidos	Estados Unidos	United States Declaration of Independence	Historia (difícil)	0
11	30	gettysburg-address	Discurso de Gettysburg	Estados Unidos	Gettysburg Address	Historia (difícil)	0
11	31	suez-crisis	Guerra del Sinaí	Egipto	Suez Crisis	Historia (difícil)	0
11	32	partition-of-india	Partición de la India	India	Partition of India	Historia (difícil)	0
11	33	woodstock	Festival de Woodstock	Estados Unidos	Woodstock	Historia (difícil)	0
11	34	live-aid	Live Aid	Estados Unidos	Live Aid	Historia (difícil)	0
11	35	september-11-attacks	Atentados del 11 de septiembre de 2001	Estados Unidos	September 11 attacks	Historia (difícil)	0
11	36	1755-lisbon-earthquake	Terremoto de Lisboa de 1755	Portugal	1755 Lisbon earthquake	Historia (difícil)	0
11	37	eruption-of-mount-vesuvius-in-79-ad	Erupción del Vesubio en 79	Italia	Eruption of Mount Vesuvius in 79 AD	Historia (difícil)	0
11	38	storming-of-the-winter-palace	Revolución de Octubre	Rusia	October Revolution	Historia (difícil)	0
11	39	long-march	Larga Marcha	República Popular China	Long March	Historia (difícil)	0
11	40	salt-march	Marcha de la sal	India	Salt March	Historia (difícil)	0
11	41	boxer-rebellion	Levantamiento de los bóxers	República Popular China	Boxer Rebellion	Historia (difícil)	0
11	42	taiping-rebellion	Rebelión Taiping	República Popular China	Taiping Rebellion	Historia (difícil)	0
11	43	meiji-restoration	Restauración Meiji	Japón	Meiji Restoration	Historia (difícil)	0
11	44	opium-wars	Guerras del Opio	República Popular China	Opium Wars	Historia (difícil)	0
11	45	berlin-conference	Conferencia de Berlín	Alemania	Berlin Conference	Historia (difícil)	0
11	46	scramble-for-africa	Reparto de África		Scramble for Africa	Historia (difícil)	0
11	47	fall-of-saigon	Caída de Saigón	Vietnam	Fall of Saigon	Historia (difícil)	0
11	48	cuban-revolution	Revolución cubana	Cuba	Cuban Revolution	Historia (difícil)	0
11	49	mexican-revolution	Revolución mexicana	México	Mexican Revolution	Historia (difícil)	0
11	50	russian-revolution	Revolución rusa	Rusia	Russian Revolution	Historia (difícil)	0
11	51	french-revolution	Revolución francesa	Francia	French Revolution	Historia (difícil)	0
11	52	glorious-revolution	Revolución Gloriosa	Reino Unido	Glorious Revolution	Historia (difícil)	0
11	53	spanish-civil-war	Guerra civil española	España	Spanish Civil War	Historia (difícil)	0
11	54	bombing-of-guernica	Bombardeo de Guernica	Segunda República Española en guerra	Bombing of Guernica	Historia (difícil)	0
11	55	nuremberg-trials	Juicios de Núremberg	Alemania	Nuremberg trials	Historia (difícil)	0
11	56	battle-of-cajamarca	Captura de Atahualpa	Perú	Battle of Cajamarca	Historia (difícil)	0
11	57	fall-of-tenochtitlan	Sitio de Tenochtitlan	México	Fall of Tenochtitlan	Historia (difícil)	0
11	58	siege-of-vienna	Batalla de Kahlenberg	Austria	Battle of Vienna	Historia (difícil)	0
11	59	battle-of-poitiers	Batalla de Poitiers	Francia	Battle of Tours	Historia (difícil)	0
11	60	battle-of-kadesh	Batalla de Qadesh	Siria	Battle of Kadesh	Historia (difícil)	0
11	61	battle-of-megiddo	Batalla de Megido	Israel	Battle of Megiddo	Historia (difícil)	0
11	62	fall-of-rome	Caída del Imperio romano de Occidente	Italia	Fall of the Western Roman Empire	Historia (difícil)	0
11	63	sack-of-rome	Saqueo de Roma	Italia	Sack of Rome	Historia (difícil)	0
11	64	battle-of-teutoburg-forest	Batalla del bosque de Teutoburgo	Alemania	Battle of the Teutoburg Forest	Historia (difícil)	0
11	65	battle-of-hattin	Batalla de los Cuernos de Hattin	Israel	Battle of Hattin	Historia (difícil)	0
11	66	siege-of-acre	Caída de Acre	Israel	Siege of Acre	Historia (difícil)	0
11	67	battle-of-sedan	Batalla de Sedán	Francia	Battle of Sedan	Historia (difícil)	0
11	68	battle-of-borodino	Batalla de Borodinó	Rusia	Battle of Borodino	Historia (difícil)	0
11	69	battle-of-leipzig	Batalla de Leipzig	Alemania	Battle of Leipzig	Historia (difícil)	0
11	70	battle-of-blenheim	Batalla de Höchstädt	Alemania	Battle of Blenheim	Historia (difícil)	0
11	71	battle-of-naseby	Batalla de Naseby	Reino Unido	Battle of Naseby	Historia (difícil)	0
11	72	battle-of-bosworth-field	Batalla de Bosworth	Reino Unido	Battle of Bosworth Field	Historia (difícil)	0
11	73	battle-of-bannockburn	Batalla de Bannockburn	Reino Unido	Battle of Bannockburn	Historia (difícil)	0
11	74	battle-of-crecy	Batalla de Crécy	Francia	Battle of Crécy	Historia (difícil)	0
11	75	battle-of-plataea	Batalla de Platea	Grecia	Battle of Plataea	Historia (difícil)	0
11	76	battle-of-salamis	Batalla de Salamina	Grecia	Battle of Salamis	Historia (difícil)	0
11	77	battle-of-gaugamela	Batalla de Gaugamela	Irak	Battle of Gaugamela	Historia (difícil)	0
11	78	battle-of-actium	Batalla de Accio	Grecia	Battle of Actium	Historia (difícil)	0
11	79	battle-of-zama	Batalla de Zama	Túnez	Battle of Zama	Historia (difícil)	0
11	80	battle-of-cannae	Batalla de Cannas	Italia	Battle of Cannae	Historia (difícil)	0
12	1	battle-of-solferino	Batalla de Solferino	Italia	Battle of Solferino	¡Jackpot! De todo un poco	1
12	2	brighton	Brighton	Reino Unido	Brighton	¡Jackpot! De todo un poco	1
12	3	mojave-desert	Desierto de Mojave	Estados Unidos	Mojave Desert	¡Jackpot! De todo un poco	1
12	4	ipanema	Ipanema	Brasil	Ipanema	¡Jackpot! De todo un poco	1
12	5	c:Lithuania	Lituania		Lithuania	¡Jackpot! De todo un poco	1
12	6	battle-of-tsushima	Batalla de Tsushima	Japón	Battle of Tsushima	¡Jackpot! De todo un poco	1
12	7	strasbourg	Estrasburgo	Francia	Strasbourg	¡Jackpot! De todo un poco	1
12	8	monaco	Mónaco	Mónaco	Monaco	¡Jackpot! De todo un poco	1
12	9	c:Slovenia	Eslovenia		Slovenia	¡Jackpot! De todo un poco	1
12	10	incheon	Incheon	Corea del Sur	Incheon	¡Jackpot! De todo un poco	1
12	11	tokyo-tower	Torre de Tokio	Japón	Tokyo Tower	¡Jackpot! De todo un poco	1
12	12	bishkek	Biskek	Kirguistán	Bishkek	¡Jackpot! De todo un poco	1
12	13	siege-of-leningrad	Sitio de Leningrado	Rusia	Siege of Leningrad	¡Jackpot! De todo un poco	1
12	14	dusseldorf	Düsseldorf	Alemania	Düsseldorf	¡Jackpot! De todo un poco	1
12	15	chimborazo	Volcán Chimborazo	Ecuador	Chimborazo	¡Jackpot! De todo un poco	1
12	16	recoleta-cemetery	Cementerio de la Recoleta	Argentina	La Recoleta Cemetery	¡Jackpot! De todo un poco	1
12	17	c:Turkmenistan	Turkmenistán		Turkmenistan	¡Jackpot! De todo un poco	1
12	18	bremen	Bremen	Alemania	Bremen	¡Jackpot! De todo un poco	1
12	19	merlion	Merlión	Singapur	Merlion	¡Jackpot! De todo un poco	1
12	20	casapueblo	Casapueblo	Uruguay	Casapueblo	¡Jackpot! De todo un poco	1
12	21	port-moresby	Puerto Moresby	Papúa Nueva Guinea	Port Moresby	¡Jackpot! De todo un poco	1
12	22	douala	Duala	Camerún	Douala	¡Jackpot! De todo un poco	1
12	23	abu-simbel-temples	Abu Simbel	Egipto	Abu Simbel	¡Jackpot! De todo un poco	1
12	24	port-vila	Port Vila	Vanuatu	Port Vila	¡Jackpot! De todo un poco	1
12	25	battle-of-maipu	Batalla de Maipú	Chile	Battle of Maipú	¡Jackpot! De todo un poco	1
12	26	uppsala	Upsala	Suecia	Uppsala	¡Jackpot! De todo un poco	1
12	27	hudson-bay	Bahía de Hudson	Canadá	Hudson Bay	¡Jackpot! De todo un poco	1
12	28	sargasso-sea	Mar de los Sargazos		Sargasso Sea	¡Jackpot! De todo un poco	1
12	29	c:Kosovo	Kosovo		Kosovo	¡Jackpot! De todo un poco	1
12	30	rovaniemi	Rovaniemi	Finlandia	Rovaniemi	¡Jackpot! De todo un poco	1
12	31	hassan-ii-mosque	Mezquita Hassan II	Marruecos	Hassan II Mosque	¡Jackpot! De todo un poco	1
12	32	nassau	Nasáu	Bahamas	Nassau	¡Jackpot! De todo un poco	1
12	33	chernobyl-disaster	Accidente de Chernóbil	Ucrania	Chernobyl disaster	¡Jackpot! De todo un poco	1
12	34	honolulu	Honolulu	Estados Unidos	Honolulu	¡Jackpot! De todo un poco	1
12	35	sugarloaf-mountain	Pan de Azúcar	Brasil	Sugarloaf Mountain	¡Jackpot! De todo un poco	1
12	36	c:Guyana	Guyana		Guyana	¡Jackpot! De todo un poco	1
12	37	voyages-of-christopher-columbus	Voyages of Christopher Columbus	Bahamas	Voyages of Christopher Columbus	¡Jackpot! De todo un poco	1
12	38	sydney-harbour-bridge	Puente de la bahía de Sídney	Australia	Sydney Harbour Bridge	¡Jackpot! De todo un poco	1
12	39	mount-pinatubo	Pinatubo	Filipinas	Mount Pinatubo	¡Jackpot! De todo un poco	1
12	40	guatemala-city	Ciudad de Guatemala	Guatemala	Guatemala City	¡Jackpot! De todo un poco	1
12	41	albuquerque	Albuquerque	Estados Unidos	Albuquerque	¡Jackpot! De todo un poco	1
12	42	santa-fe	Santa Fe	Estados Unidos	Santa Fe	¡Jackpot! De todo un poco	1
12	43	lake-tanganyika	Lago Tanganica	Tanzania	Lake Tanganyika	¡Jackpot! De todo un poco	1
12	44	rock-of-cashel	Roca de Cashel	Irlanda	Rock of Cashel	¡Jackpot! De todo un poco	1
12	45	c:Zambia	Zambia		Zambia	¡Jackpot! De todo un poco	1
12	46	united-states-declaration-of-independence	Declaración de Independencia de los Estados Unidos	Estados Unidos	United States Declaration of Independence	¡Jackpot! De todo un poco	1
12	47	lincoln-center	Lincoln Center	Estados Unidos	Lincoln Center	¡Jackpot! De todo un poco	1
12	48	bissau	Bisáu	Guinea-Bisáu	Bissau	¡Jackpot! De todo un poco	1
12	49	c:eSwatini	Suazilandia		Eswatini	¡Jackpot! De todo un poco	1
